Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-75145653,Melissa,Ramos,1,Virginia,Norfolk,Master,24/06/1970,2017-11-29,,IT,Software Developer,97179,4
00-28634058,Megan,Tyler,0,Ohio,Cincinnati,Bachelor,20/09/1982,2023-04-24,,Operations,Logistics Coordinator,60079,2
00-21678669,Thomas,Gallegos,0,Pennsylvania,Allentown,Bachelor,6/8/1987,2019-09-15,,Operations,Logistics Coordinator,57470,1
00-33734184,Erik,Brown,0,New York,Buffalo,Bachelor,15/02/1984,2023-03-22,,Customer Service,Help Desk Technician,72692,2
00-42311297,Michael,Johnson,1,New York,Buffalo,Master,16/08/1999,2020-12-28,,IT,System Administrator,78520,3
00-91084098,Daniel,Dixon,0,New York,New York City,Bachelor,18/02/1996,2017-07-14,,Finance,Accounts Payable Specialist,54090,2
00-39701146,Ariel,Holder,1,New York,New York City,High School,5/11/2001,2024-02-26,,IT,IT Support Specialist,60761,1
00-14431462,David,Edwards,1,New York,Rochester,Master,3/6/1985,2024-04-15,,IT,Software Developer,84557,3
00-40954383,Lisa,Parker,1,Michigan,Warren,Bachelor,13/05/1976,2020-04-29,,Sales,Sales Representative,79924,1
00-50543196,Jessica,Koch,1,New York,Rochester,High School,22/05/1981,2020-10-19,,Marketing,Content Creator,60870,2
00-34823106,Nicholas,Hernandez,0,New York,Buffalo,High School,7/12/2003,2017-02-12,,Customer Service,Customer Service Representative,61078,2
00-88522560,Edward,Rogers,0,New York,Rochester,Bachelor,10/6/1986,2015-09-05,,Operations,Logistics Coordinator,61402,3
00-96300248,Ryan,King,1,New York,New York City,Bachelor,10/3/1985,2017-10-14,,Marketing,Content Creator,60925,2
00-40291991,Karen,Martin,1,Michigan,Warren,High School,17/03/2004,2019-04-10,,Customer Service,Customer Service Representative,59689,3
00-91027620,Bailey,Jackson,1,New York,Rochester,Bachelor,10/1/1995,2016-06-04,,Marketing,Marketing Coordinator,65535,2
00-12909691,Donna,Hill,1,Michigan,Grand Rapids,High School,8/6/1976,2017-04-20,,Marketing,Content Creator,66406,3
00-55847650,Dawn,Miller,1,New York,New York City,Bachelor,6/7/1984,2019-02-18,,Operations,Logistics Coordinator,62508,3
00-34723692,Craig,Page,0,New York,Buffalo,High School,11/6/1998,2023-07-11,,Customer Service,Support Specialist,57875,4
00-47684709,Kim,Payne,0,West Virginia,Morgantown,Bachelor,24/06/1964,2022-02-01,,Marketing,Marketing Coordinator,58522,2
00-59454698,Amanda,Ford,1,New York,Buffalo,High School,15/05/1994,2018-01-01,,Customer Service,Support Specialist,55906,1
00-10329821,Mercedes,Patterson,1,New York,New York City,Bachelor,12/9/1999,2022-04-30,,Operations,Inventory Specialist,57722,3
00-29143006,Jeremiah,Byrd,0,New York,Buffalo,Bachelor,18/03/1987,2017-11-03,,Customer Service,Help Desk Technician,72741,3
00-56188173,Karl,Baxter,1,New York,New York City,Master,12/3/1972,2022-07-15,,Sales,Sales Specialist,60867,3
00-41451618,Linda,Ramsey,1,New York,Buffalo,High School,3/11/1982,2016-07-24,,Operations,Inventory Specialist,67159,3
00-94224928,Zachary,Willis,0,Pennsylvania,Allentown,Bachelor,5/3/1985,2019-06-13,,Operations,Logistics Coordinator,57031,4
00-20129246,Amanda,Kaiser,1,New York,Rochester,High School,1/7/1989,2017-06-07,,Customer Service,Support Specialist,60439,3
00-69202385,Jordan,Schroeder,1,Michigan,Grand Rapids,Bachelor,19/04/1961,2022-05-15,,Operations,Logistics Coordinator,67437,1
00-11724501,Melanie,Velasquez,0,Michigan,Grand Rapids,High School,13/06/1976,2023-01-17,,Customer Service,Customer Service Representative,60658,1
00-92447104,Nathan,Gonzalez,1,Michigan,Detroit,Bachelor,17/08/1980,2022-10-19,,Sales,Sales Representative,79999,3
00-99936616,Joshua,Pham,1,Michigan,Detroit,Bachelor,12/1/1976,2019-03-14,,Operations,Operations Analyst,95582,2
00-66468105,John,Johnson,1,New York,Buffalo,High School,21/07/1985,2022-10-03,,Operations,Inventory Specialist,58257,3
00-56251543,Richard,Collins,1,Pennsylvania,Allentown,PhD,29/11/1992,2017-10-16,,Sales,Sales Consultant,83982,3
00-66115154,Stephanie,Coleman,1,New York,Buffalo,Bachelor,12/4/1993,2016-11-15,,Customer Service,Help Desk Technician,79783,3
00-87242120,Sonya,Crawford,1,North Carolina,Greensboro,Master,10/12/1983,2017-02-09,,Operations,Operations Analyst,83366,2
00-96973489,Jennifer,May,1,New York,New York City,High School,14/12/1983,2018-07-16,,IT,IT Support Specialist,67022,3
00-64597014,Paul,Archer,1,Michigan,Grand Rapids,Master,5/12/1969,2022-03-20,,IT,Software Developer,84710,2
00-18036166,Frank,Key,1,Virginia,Norfolk,High School,27/12/1976,2017-03-20,,Customer Service,Support Specialist,67409,3
00-25284337,Daniel,Griffin,0,New York,Buffalo,Bachelor,2/7/1992,2019-11-18,,IT,Software Developer,78653,3
00-69297263,Brittany,Munoz,1,New York,New York City,Bachelor,19/12/1988,2015-01-20,,HR,Recruiter,80165,2
00-74132366,Christopher,Aguirre,1,New York,New York City,Bachelor,10/1/1974,2021-01-13,,Customer Service,Help Desk Technician,84844,4
00-43027552,Shawna,Clark,1,Michigan,Detroit,Bachelor,13/08/1988,2017-12-23,,Sales,Sales Representative,72227,2
00-75269328,Sharon,Li,0,New York,Rochester,Bachelor,8/6/1984,2016-04-03,,IT,Software Developer,75386,3
00-30845672,Daniel,Vaughn,0,New York,Buffalo,Bachelor,11/9/1989,2016-10-17,,Operations,Inventory Specialist,54988,3
00-95330116,Corey,Carson,0,Ohio,Cleveland,High School,31/03/1995,2020-10-22,,Operations,Inventory Specialist,53094,2
00-78803866,Denise,Perry,0,New York,Rochester,Bachelor,7/5/1978,2018-10-31,,Marketing,Content Creator,57612,3
00-21245841,Kara,Wilkerson,0,New York,Rochester,Master,23/10/1990,2016-10-21,,IT,System Administrator,97164,4
00-51818089,Paul,Ho,1,New York,Buffalo,Bachelor,3/2/2003,2017-10-23,,Operations,Logistics Coordinator,61075,2
00-42862031,Vanessa,Kelly,1,New York,New York City,High School,8/7/1984,2019-10-05,,HR,HR Assistant,60417,2
00-42971677,Christina,Potter,1,New York,Buffalo,Bachelor,21/10/1962,2020-01-20,,Finance,Financial Analyst,76522,3
00-29931688,Jennifer,Green,1,Michigan,Warren,Bachelor,24/05/2002,2023-08-14,,Operations,Operations Analyst,92057,2
00-19817970,Deborah,Bruce,1,North Carolina,Charlotte,High School,27/08/1987,2017-09-05,,Customer Service,Support Specialist,64007,2
00-56248692,Steven,Warren,1,New York,Rochester,Bachelor,26/12/1975,2020-12-02,,Operations,Logistics Coordinator,65471,3
00-61015999,Michael,Smith,0,New York,Rochester,Bachelor,14/12/1990,2018-02-16,,Operations,Inventory Specialist,64171,2
00-74256437,Chase,Mullen,1,New York,Buffalo,Bachelor,8/7/1990,2022-05-13,,Sales,Sales Representative,71379,3
00-44608672,Jeffrey,Moreno,0,New York,New York City,High School,30/10/1989,2016-10-01,,IT,IT Support Specialist,60437,3
00-37072445,David,Kennedy,0,Virginia,Richmond,Bachelor,8/12/1979,2023-03-06,,HR,HR Coordinator,57951,1
00-55969372,Angela,Lowe,0,Illinois,Naperville,Bachelor,24/11/1995,2020-11-21,,Customer Service,Support Specialist,54060,3
00-80302293,Scott,Garner,1,New York,Rochester,Bachelor,23/02/2003,2017-07-03,,Operations,Inventory Specialist,66185,3
00-46881809,Devin,Mcdonald,1,North Carolina,Charlotte,Bachelor,19/12/1974,2022-10-23,,Customer Service,Help Desk Technician,79601,2
00-62054365,Brian,Perez,1,New York,Rochester,Bachelor,5/3/1972,2023-02-13,,Customer Service,Support Specialist,60675,2
00-67441199,Sonia,Rodriguez,1,New York,Rochester,Master,8/10/1998,2019-01-11,,IT,Software Developer,100321,2
00-69742517,Angela,Hunt,1,Pennsylvania,Pittsburgh,Bachelor,28/06/1975,2023-10-30,,IT,IT Support Specialist,66043,3
00-59499531,Christina,Daugherty,1,Michigan,Warren,Bachelor,15/12/1975,2016-03-01,,Marketing,Content Creator,71859,2
00-34572406,David,Harris,1,New York,Rochester,High School,7/4/2001,2024-08-19,,Customer Service,Customer Service Representative,59115,2
00-39609418,Natasha,Chapman,0,New York,Buffalo,Bachelor,15/02/1997,2024-05-29,,Marketing,Marketing Coordinator,62060,2
00-59047374,John,Henry,0,New York,Rochester,Bachelor,9/10/1994,2022-02-16,,Customer Service,Support Specialist,58126,4
00-61795004,Amanda,Washington,1,New York,New York City,High School,21/05/1992,2021-11-22,,Operations,Inventory Specialist,65808,4
00-80992433,Jeremy,West,1,Virginia,Virginia Beach,Bachelor,4/11/1992,2019-06-12,,Operations,Operations Analyst,61496,2
00-67158027,Anita,Rodriguez,0,New York,New York City,High School,21/05/1961,2017-12-17,,IT,IT Support Specialist,57297,1
00-87545140,Adam,Yates,1,Michigan,Grand Rapids,High School,11/1/1978,2017-08-01,,Customer Service,Help Desk Technician,75648,4
00-26148236,Alexis,Sharp,1,New York,New York City,Bachelor,11/6/1970,2015-08-02,,Marketing,Marketing Coordinator,72591,3
00-28534098,Michael,Bell,0,North Carolina,Greensboro,Bachelor,8/10/1969,2018-12-03,,Customer Service,Customer Service Representative,57359,2
00-27396478,Tara,Johnson,0,New York,New York City,High School,23/01/1961,2024-03-06,,Customer Service,Support Specialist,63222,3
00-61415792,Denise,Caldwell,0,New York,Buffalo,High School,7/6/1998,2020-04-23,,Customer Service,Support Specialist,56196,3
00-24744772,James,Tate,1,Michigan,Detroit,Bachelor,5/2/1980,2017-03-24,,Operations,Inventory Specialist,66927,3
00-66599806,Nancy,Maynard,0,New York,Buffalo,High School,9/1/2000,2022-03-05,,Marketing,Content Creator,53646,2
00-76060625,Tara,Martinez,0,New York,Rochester,Bachelor,20/10/1988,2017-08-16,,IT,IT Support Specialist,64188,2
00-52892856,Benjamin,Holder,0,New York,Buffalo,Bachelor,1/10/1989,2022-08-22,,Customer Service,Support Specialist,60696,3
00-88424329,Elizabeth,Reyes,0,New York,Rochester,Bachelor,27/10/1981,2023-05-17,,IT,Software Developer,102655,4
00-46143610,Melanie,Green,0,New York,New York City,PhD,15/03/1967,2023-09-16,,IT,IT Manager,109382,3
00-87246064,Thomas,Price,1,North Carolina,Raleigh,Bachelor,27/12/2002,2016-06-20,,Customer Service,Help Desk Technician,68720,3
00-98146576,Evelyn,Kelly,1,New York,Rochester,Bachelor,19/12/2003,2018-06-19,,Operations,Logistics Coordinator,65715,3
00-29776212,Christine,Wilson,1,New York,New York City,Master,15/03/1977,2023-08-13,,Sales,Sales Consultant,89929,4
00-71937331,Melissa,Rocha,1,New York,Rochester,Master,26/07/1974,2020-05-21,,Sales,Sales Consultant,68352,3
00-99674912,Heidi,Ayers,1,Michigan,Detroit,Bachelor,19/10/1997,2022-02-25,,Operations,Logistics Coordinator,61056,1
00-56290206,Christopher,Brown,1,New York,New York City,Bachelor,26/11/1996,2024-02-14,,Customer Service,Customer Service Representative,71209,2
00-72228848,Mary,Kline,1,Michigan,Detroit,Bachelor,1/8/1969,2023-11-16,,Marketing,SEO Specialist,70117,4
00-25598434,Dustin,Jones,0,New York,New York City,Bachelor,14/12/1992,2023-07-06,,Operations,Logistics Coordinator,58715,3
00-97971567,Sarah,Robinson,1,Michigan,Grand Rapids,Bachelor,7/6/1977,2016-05-21,,Operations,Inventory Specialist,72720,3
00-40894000,Brandon,Everett,0,New York,Buffalo,Master,29/05/1983,2021-11-12,,Sales,Sales Specialist,59647,2
00-22563750,Deborah,Wang,0,North Carolina,Raleigh,Bachelor,27/11/1975,2017-12-13,,Sales,Sales Representative,66253,3
00-29329805,Kimberly,Campbell,0,New York,New York City,Master,24/07/1992,2023-03-24,,Sales,Sales Specialist,83327,2
00-96584886,Jacqueline,Neal,1,New York,Buffalo,High School,26/02/1976,2022-08-29,,Operations,Inventory Specialist,60305,3
00-17529652,Amanda,Walker,1,New York,Buffalo,Bachelor,30/11/1983,2024-02-23,,Sales,Sales Consultant,99649,2
00-46202036,Keith,Wyatt,0,New York,New York City,Bachelor,24/07/1984,2018-07-15,,Operations,Logistics Coordinator,62793,3
00-75530149,Cameron,Johnson,0,North Carolina,Raleigh,Bachelor,10/4/1977,2019-04-28,,Operations,Logistics Coordinator,63845,1
00-11577154,Roberta,Rodgers,1,Michigan,Detroit,Bachelor,26/05/1979,2019-08-22,,Operations,Inventory Specialist,70889,3
00-39488936,Lisa,Jones,1,New York,New York City,Bachelor,2/3/1961,2022-01-07,,Sales,Sales Representative,76631,2
00-36905453,Leslie,Perez,1,Illinois,Chicago,High School,27/01/2004,2015-02-27,,Customer Service,Customer Service Representative,63476,3
00-30340520,Craig,Buck,0,New York,New York City,Bachelor,26/12/1983,2015-05-27,,Customer Service,Help Desk Technician,71944,2
00-79523757,Thomas,Diaz,0,New York,Rochester,Bachelor,7/7/1997,2017-11-10,,Operations,Operations Analyst,73706,3
00-62035978,Jennifer,Hays,1,Michigan,Grand Rapids,Bachelor,10/2/1981,2023-09-29,,Operations,Logistics Coordinator,71908,3
00-37459975,Kelly,Marquez,1,Ohio,Columbus,PhD,8/2/1993,2024-04-05,,Finance,Financial Analyst,70484,4
00-70580360,Jerry,Parrish,0,Illinois,Aurora,Master,24/04/2000,2022-08-27,,Sales,Sales Consultant,87045,2
00-78385115,Michelle,Hall,0,North Carolina,Raleigh,High School,14/09/1999,2017-08-02,,Marketing,Content Creator,58498,3
00-91235551,Christopher,Smith,1,New York,Rochester,Bachelor,14/11/1980,2019-01-07,,Operations,Inventory Specialist,60198,3
00-95649359,Lori,Gilmore,1,Michigan,Warren,PhD,23/07/1982,2016-04-17,,Finance,Financial Analyst,94489,1
00-11171326,Rhonda,Fisher,0,New York,New York City,Bachelor,25/01/1978,2023-10-26,,IT,System Administrator,96126,3
00-43983200,Victoria,Henry,0,Ohio,Columbus,Bachelor,8/8/1989,2021-11-15,,Customer Service,Support Specialist,60526,2
00-90449296,Lindsey,Cobb,1,New York,Buffalo,Master,18/11/1987,2017-11-29,,Sales,Sales Specialist,64995,3
00-66278367,Susan,Flores,1,New York,Buffalo,Bachelor,14/08/1966,2017-04-06,,Customer Service,Help Desk Technician,66970,2
00-16979130,Andrea,Flores,1,New York,Buffalo,Bachelor,8/10/1973,2016-10-24,,Customer Service,Support Specialist,59137,2
00-45104776,Robin,Rodriguez,1,New York,Buffalo,PhD,4/11/1969,2021-08-01,,Sales,Sales Consultant,82729,3
00-38876806,Kaylee,Bullock,1,New York,New York City,Bachelor,11/9/1965,2018-12-19,,Customer Service,Support Specialist,62756,4
00-10122731,Travis,Aguirre,0,Ohio,Cleveland,Master,31/05/1969,2016-02-22,,Operations,Operations Analyst,79145,4
00-62546836,Jim,Watson,0,New York,Buffalo,Bachelor,22/11/1989,2016-08-06,,Operations,Logistics Coordinator,60824,4
00-81215433,Tyler,Garcia,1,New York,New York City,Bachelor,11/12/2002,2022-05-21,,Customer Service,Customer Service Representative,65764,3
00-18054992,Jordan,Bennett,1,Michigan,Warren,Bachelor,19/08/2001,2020-12-30,,Sales,Sales Representative,79912,3
00-80319709,Danielle,Farmer,1,New York,Buffalo,Bachelor,2/3/1980,2022-11-12,,Sales,Sales Consultant,88061,2
00-14794568,Carmen,Martin,1,New York,Rochester,Bachelor,2/3/1970,2017-10-13,,Sales,Sales Consultant,77672,2
00-18220986,Patrick,Hernandez,1,Pennsylvania,Allentown,High School,25/02/1992,2017-11-02,,Operations,Inventory Specialist,54892,1
00-18573074,Kelly,Chang,1,New York,Buffalo,Bachelor,24/03/1973,2018-11-24,,IT,Software Developer,111621,3
00-55624694,Vicki,Ingram,0,New York,New York City,PhD,5/6/1986,2016-06-13,,Sales,Sales Specialist,68288,3
00-54315034,Kendra,Mcdonald,0,North Carolina,Raleigh,Bachelor,18/12/1974,2017-01-15,,Operations,Logistics Coordinator,55096,4
00-23828160,Michael,Alexander,1,New York,Buffalo,Bachelor,19/08/1995,2017-01-11,,IT,IT Support Specialist,58942,4
00-74063707,Steven,Brown,1,New York,New York City,High School,13/06/1993,2018-07-14,,Marketing,Content Creator,63706,2
00-77872004,Steven,Ward,0,New York,Buffalo,Bachelor,19/03/1990,2015-11-09,,Customer Service,Support Specialist,56213,2
00-95786832,Joseph,Pearson,0,New York,New York City,Master,27/10/1984,2015-07-26,,Sales,Sales Manager,118385,3
00-52649180,Wanda,Goodwin,1,New York,Buffalo,Master,14/01/1988,2018-07-06,,Sales,Sales Specialist,52966,2
00-75371853,Elizabeth,Brown,0,Michigan,Grand Rapids,Bachelor,13/11/1988,2023-02-07,,HR,HR Assistant,64479,2
00-45200483,Tommy,Parker,0,New York,New York City,Bachelor,3/5/1979,2015-03-30,,IT,IT Support Specialist,61986,2
00-30772573,Alyssa,Parsons,0,Pennsylvania,Allentown,Master,13/12/1966,2023-12-12,,IT,Software Developer,103925,2
00-64331127,Scott,Nicholson,1,Michigan,Grand Rapids,Bachelor,16/03/1994,2023-11-23,,Marketing,Marketing Coordinator,60055,1
00-84994765,Kevin,Bradford,1,New York,Rochester,Bachelor,12/1/1985,2021-10-02,,Operations,Inventory Specialist,72618,2
00-23801703,Stephen,White,0,New York,New York City,Bachelor,6/1/1997,2019-01-20,,Sales,Sales Representative,63621,3
00-79250561,Fernando,Thompson,0,New York,Rochester,Bachelor,24/01/2003,2024-04-10,,Sales,Sales Representative,67911,2
00-79438761,Kaylee,Foster,1,New York,Rochester,Bachelor,1/1/2002,2024-07-24,,IT,System Administrator,86260,3
00-86336362,Richard,Hernandez,1,Michigan,Detroit,High School,16/10/1981,2020-06-24,,Customer Service,Support Specialist,66140,2
00-57814776,Jacob,Black,1,New York,New York City,Bachelor,4/7/1967,2020-04-26,,Operations,Logistics Coordinator,73599,2
00-37107234,Wendy,West,0,New York,Buffalo,High School,29/01/1982,2022-06-16,,Customer Service,Customer Service Representative,53061,4
00-18814465,John,Smith,1,New York,Buffalo,Bachelor,1/9/1975,2019-09-11,,Marketing,Marketing Coordinator,76250,3
00-53063432,Patricia,Vega,0,New York,Rochester,Bachelor,6/10/2003,2023-02-25,,Sales,Sales Representative,53724,3
00-37833987,Timothy,Jones,0,Michigan,Detroit,Bachelor,12/9/1975,2018-11-21,,Operations,Inventory Specialist,59234,3
00-96385726,Jasmine,Hahn,1,New York,Buffalo,High School,15/01/1999,2020-03-21,,Operations,Inventory Specialist,62608,2
00-66637467,Jessica,Rasmussen,0,New York,Buffalo,Bachelor,24/12/1987,2018-06-05,,Customer Service,Support Specialist,58100,3
00-83206688,Thomas,Holt,1,North Carolina,Raleigh,Bachelor,12/8/2000,2018-05-20,,Customer Service,Customer Service Representative,62851,3
00-43214205,Cassandra,Robinson,0,New York,Rochester,Bachelor,31/10/1993,2020-07-24,,Operations,Inventory Specialist,62088,3
00-78340964,Ryan,Gordon,0,Michigan,Detroit,Bachelor,20/11/1961,2017-07-04,,Operations,Logistics Coordinator,58805,4
00-63711215,Catherine,Russell,1,New York,Buffalo,High School,6/5/1989,2022-09-18,,Customer Service,Support Specialist,65732,2
00-74689969,Heather,Salinas,1,New York,Rochester,Bachelor,24/06/1981,2018-07-20,,Sales,Sales Representative,71222,2
00-54325522,Samantha,Mills,0,Virginia,Richmond,Bachelor,3/9/1976,2020-06-01,,IT,Software Developer,86687,3
00-67412571,Brittany,Hall,0,New York,Rochester,Bachelor,22/10/1995,2020-01-23,,Operations,Logistics Coordinator,53992,3
00-37919635,Heather,Deleon,0,New York,New York City,Bachelor,27/11/1970,2015-10-29,,IT,Software Developer,93167,3
00-30350750,Joe,Smith,0,New York,Rochester,PhD,4/9/1996,2023-11-03,,Sales,Sales Specialist,84519,3
00-31151411,Anthony,Warren,0,Michigan,Grand Rapids,High School,30/12/1984,2023-11-20,,Marketing,Content Creator,54682,4
00-74288929,Cassandra,Thomas,1,Pennsylvania,Pittsburgh,High School,7/6/1989,2022-03-19,,Operations,Inventory Specialist,59849,2
00-85185498,Becky,Harmon,1,New York,Rochester,Bachelor,9/11/1987,2023-12-18,,IT,Software Developer,113641,4
00-52500820,Mark,Nash,1,New York,Buffalo,Bachelor,19/10/1971,2016-06-15,,Customer Service,Support Specialist,59588,3
00-18218152,Stephanie,Frank,0,New York,New York City,Bachelor,15/12/1985,2017-05-03,,Finance,Financial Analyst,74702,2
00-79505854,James,Douglas,1,Illinois,Chicago,Bachelor,11/12/1987,2018-05-05,,Operations,Logistics Coordinator,62546,3
00-24293562,Robert,Brown,1,New York,New York City,High School,29/02/1984,2024-07-02,,IT,IT Support Specialist,63254,1
00-83063903,Vincent,Macias,1,Michigan,Detroit,Bachelor,3/11/1976,2019-07-14,,Operations,Logistics Coordinator,71862,3
